date;transaction_details;description;category;payment_method;withdrawal_amt;deposit_amt;user_id
2024-03-31;Meals;Charges for meals;Other Expenses;Online payment;508.0;0.0;2
2024-03-31;Meals;Charges for meals;Other Expenses;Online payment;508.0;0.0;2
2024-03-31;Meals;Charges for meals;Other Expenses;Online payment;508.0;0.0;2
2024-01-01;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;445.0;0.0;3
2024-01-01;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;200000.0;3
2024-01-01;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;265.0;0.0;3
2024-01-01;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;306.0;0.0;3
2024-01-01;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;202.0;0.0;3
2024-01-01;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;830.0;0.0;3
2024-01-01;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;265.0;0.0;3
2024-01-01;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;202.0;0.0;3
2024-01-02;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;108.0;0.0;3
2024-01-02;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;108.0;0.0;3
2024-01-02;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;626.0;0.0;3
2024-01-02;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;108.0;0.0;3
2024-01-02;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;626.0;0.0;3
2024-01-02;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;280.0;0.0;3
2024-01-02;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;108.0;0.0;3
2024-01-02;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;626.0;0.0;3
2024-01-02;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;626.0;0.0;3
2024-01-03;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;605.0;0.0;3
2024-01-03;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;605.0;0.0;3
2024-01-03;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;813.0;0.0;3
2024-01-03;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;813.0;0.0;3
2024-01-03;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;675.0;0.0;3
2024-01-03;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;605.0;0.0;3
2024-01-03;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;42.0;0.0;3
2024-01-03;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;813.0;0.0;3
2024-01-03;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;605.0;0.0;3
2024-01-03;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;605.0;0.0;3
2024-01-04;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;3
2024-01-04;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;3
2024-01-04;Planning;Fees for planning applications or permits;Other Expenses;Online banking;42.0;0.0;3
2024-01-04;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;3
2024-01-04;Planning;Fees for planning applications or permits;Other Expenses;Online banking;42.0;0.0;3
2024-01-04;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;214.0;0.0;3
2024-01-04;Planning;Fees for planning applications or permits;Other Expenses;Online banking;42.0;0.0;3
2024-01-04;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;3
2024-01-04;Planning;Fees for planning applications or permits;Other Expenses;Online banking;42.0;0.0;3
2024-01-05;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;669.0;0.0;3
2024-01-05;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;77.0;0.0;3
2024-01-05;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;77.0;0.0;3
2024-01-05;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;992.0;0.0;3
2024-01-05;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;77.0;0.0;3
2024-01-05;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;669.0;0.0;3
2024-01-05;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;309.0;0.0;3
2024-01-05;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;77.0;0.0;3
2024-01-05;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;669.0;0.0;3
2024-01-05;Meals;Charges for meals;Other Expenses;Online payment;46.0;0.0;3
2024-01-05;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;77.0;0.0;3
2024-01-05;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;77.0;0.0;3
2024-01-06;Meals;Charges for meals;Other Expenses;Online payment;138.0;0.0;3
2024-01-06;Planning;Fees for planning applications or permits;Other Expenses;Online banking;198.0;0.0;3
2024-01-06;Property Maintenance;;Other Expenses;Others;550.0;0.0;3
2024-01-06;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;639.0;0.0;3
2024-01-06;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;654.0;0.0;3
2024-01-06;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;731.0;0.0;3
2024-01-06;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;18.0;0.0;3
2024-01-06;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;8130.0;3
2024-01-06;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;816.0;0.0;3
2024-01-06;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;654.0;0.0;3
2024-01-06;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;639.0;0.0;3
2024-01-06;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;816.0;0.0;3
2024-01-06;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;639.0;0.0;3
2024-01-06;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;18.0;0.0;3
2024-01-06;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;667.0;3
2024-01-06;Property Maintenance;;Other Expenses;Others;550.0;0.0;3
2024-01-06;Property Maintenance;;Other Expenses;Others;550.0;0.0;3
2024-01-06;Property Maintenance;;Other Expenses;Others;550.0;0.0;3
2024-01-06;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;654.0;0.0;3
2024-01-06;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;639.0;0.0;3
2024-01-06;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;639.0;0.0;3
2024-01-06;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1500.0;3
2024-01-06;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;639.0;0.0;3
2024-01-06;Property Maintenance;;Other Expenses;Others;550.0;0.0;3
2024-01-06;Property Maintenance;;Other Expenses;Others;550.0;0.0;3
2024-01-06;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;18.0;0.0;3
2024-01-06;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1500.0;3
2024-01-07;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;989.0;0.0;3
2024-01-07;Nurseries;Fees for childcare services;Other Expenses;Direct debit;693.0;0.0;3
2024-01-07;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;989.0;0.0;3
2024-01-07;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;206.0;0.0;3
2024-01-07;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;722.0;0.0;3
2024-01-07;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;722.0;0.0;3
2024-01-07;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;989.0;0.0;3
2024-01-07;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;206.0;0.0;3
2024-01-07;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;989.0;0.0;3
2024-01-07;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;206.0;0.0;3
2024-01-07;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;722.0;0.0;3
2024-01-07;Property Maintenance;;Other Expenses;Others;492.0;0.0;3
2024-01-07;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;722.0;0.0;3
2024-01-07;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1200.0;3
2024-01-07;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;989.0;0.0;3
2024-01-07;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;989.0;0.0;3
2024-01-07;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1200.0;3
2024-01-07;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;939.0;0.0;3
2024-01-08;Planning;Fees for planning applications or permits;Other Expenses;Online banking;61.0;0.0;3
2024-01-08;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;509.0;0.0;3
2024-01-08;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;660.0;0.0;3
2024-01-08;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;707.0;0.0;3
2024-01-08;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;117.0;0.0;3
2024-01-08;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;660.0;0.0;3
2024-01-08;Property Maintenance;;Other Expenses;Others;322.0;0.0;3
2024-01-08;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;21.0;0.0;3
2024-01-08;Planning;Fees for planning applications or permits;Other Expenses;Online banking;61.0;0.0;3
2024-01-08;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;764.0;0.0;3
2024-01-08;Property Maintenance;;Other Expenses;Others;322.0;0.0;3
2024-01-08;Property Maintenance;;Other Expenses;Others;322.0;0.0;3
2024-01-08;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;707.0;0.0;3
2024-01-08;Property Maintenance;;Other Expenses;Others;322.0;0.0;3
2024-01-08;Property Maintenance;;Other Expenses;Others;322.0;0.0;3
2024-01-08;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;707.0;0.0;3
2024-01-08;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;764.0;0.0;3
2024-01-08;Planning;Fees for planning applications or permits;Other Expenses;Online banking;61.0;0.0;3
2024-01-08;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;141.0;0.0;3
2024-01-08;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;141.0;0.0;3
2024-01-08;Planning;Fees for planning applications or permits;Other Expenses;Online banking;61.0;0.0;3
2024-01-08;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;660.0;0.0;3
2024-01-08;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;21.0;0.0;3
2024-01-08;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;21.0;0.0;3
2024-01-08;Planning;Fees for planning applications or permits;Other Expenses;Online banking;61.0;0.0;3
2024-01-08;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;945.0;0.0;3
2024-01-08;Property Maintenance;;Other Expenses;Others;322.0;0.0;3
2024-01-08;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;764.0;0.0;3
2024-01-09;Property Maintenance;;Other Expenses;Others;65.0;0.0;3
2024-01-09;Property Maintenance;;Other Expenses;Others;749.0;0.0;3
2024-01-09;Property Maintenance;;Other Expenses;Others;749.0;0.0;3
2024-01-09;Meals;Charges for meals;Other Expenses;Online payment;859.0;0.0;3
2024-01-09;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;372.0;0.0;3
2024-01-09;Planning;Fees for planning applications or permits;Other Expenses;Online banking;892.0;0.0;3
2024-01-09;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;97.0;0.0;3
2024-01-09;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;870.0;3
2024-01-09;Property Maintenance;;Other Expenses;Others;749.0;0.0;3
2024-01-09;Planning;Fees for planning applications or permits;Other Expenses;Online banking;892.0;0.0;3
2024-01-09;Property Maintenance;;Other Expenses;Others;749.0;0.0;3
2024-01-09;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;669.0;0.0;3
2024-01-09;Housing Rent;Rental payments for housing accommodations;Other Expenses;Direct debit;1100.0;0.0;3
2024-01-09;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;870.0;3
2024-01-09;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;97.0;0.0;3
2024-01-09;Meals;Charges for meals;Other Expenses;Online payment;859.0;0.0;3
2024-01-09;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;870.0;3
2024-01-09;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;667.0;3
2024-01-09;Meals;Charges for meals;Other Expenses;Online payment;859.0;0.0;3
2024-01-09;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;372.0;0.0;3
2024-01-09;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;870.0;3
2024-01-10;Property Maintenance;;Other Expenses;Others;63.0;0.0;3
2024-01-10;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;517.0;0.0;3
2024-01-10;Planning;Fees for planning applications or permits;Other Expenses;Online banking;422.0;0.0;3
2024-01-10;Planning;Fees for planning applications or permits;Other Expenses;Online banking;422.0;0.0;3
2024-01-10;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;19.0;0.0;3
2024-01-10;Property Maintenance;;Other Expenses;Others;63.0;0.0;3
2024-01-10;Planning;Fees for planning applications or permits;Other Expenses;Online banking;422.0;0.0;3
2024-01-10;Planning;Fees for planning applications or permits;Other Expenses;Online banking;422.0;0.0;3
2024-01-10;Nurseries;Fees for childcare services;Other Expenses;Direct debit;42.0;0.0;3
2024-01-10;Meals;Charges for meals;Other Expenses;Online payment;610.0;0.0;3
2024-01-11;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;89.0;0.0;3
2024-01-11;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;89.0;0.0;3
2024-01-11;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;89.0;0.0;3
2024-01-11;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;321.0;0.0;3
2024-01-11;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;765.0;0.0;3
2024-01-11;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;765.0;0.0;3
2024-01-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;753.0;0.0;3
2024-01-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;753.0;0.0;3
2024-01-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;753.0;0.0;3
2024-01-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;299.0;0.0;3
2024-01-11;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;89.0;0.0;3
2024-01-11;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;89.0;0.0;3
2024-01-11;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;750.0;3
2024-01-11;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;765.0;0.0;3
2024-01-11;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;750.0;3
2024-01-11;Meals;Charges for meals;Other Expenses;Online payment;777.0;0.0;3
2024-01-11;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;89.0;0.0;3
2024-01-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;299.0;0.0;3
2024-01-11;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;765.0;0.0;3
2024-01-11;Meals;Charges for meals;Other Expenses;Online payment;777.0;0.0;3
2024-01-11;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;89.0;0.0;3
2024-01-11;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;89.0;0.0;3
2024-01-11;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;753.0;0.0;3
2024-01-11;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;765.0;0.0;3
2024-01-11;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;637.69;0.0;3
2024-01-11;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;750.0;3
2024-01-11;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;321.0;0.0;3
2024-01-11;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;765.0;0.0;3
2024-01-12;Nurseries;Fees for childcare services;Other Expenses;Direct debit;89.0;0.0;3
2024-01-12;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;286.0;0.0;3
2024-01-12;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;775.98;0.0;3
2024-01-12;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;624.0;0.0;3
2024-01-12;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;498.0;0.0;3
2024-01-12;Planning;Fees for planning applications or permits;Other Expenses;Online banking;153.02;0.0;3
2024-01-12;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;115.0;0.0;3
2024-01-12;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;115.0;0.0;3
2024-01-12;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;92.0;0.0;3
2024-01-12;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;92.0;0.0;3
2024-01-12;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;624.0;0.0;3
2024-01-12;Planning;Fees for planning applications or permits;Other Expenses;Online banking;153.02;0.0;3
2024-01-12;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;498.0;0.0;3
2024-01-12;Home Ownership;;Other Expenses;Others;135.89;0.0;3
2024-01-12;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;498.0;0.0;3
2024-01-12;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;286.0;0.0;3
2024-01-12;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;498.0;0.0;3
2024-01-12;Planning;Fees for planning applications or permits;Other Expenses;Online banking;153.02;0.0;3
2024-01-12;Nurseries;Fees for childcare services;Other Expenses;Direct debit;89.0;0.0;3
2024-01-12;Home Ownership;;Other Expenses;Others;135.89;0.0;3
2024-01-12;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;498.0;0.0;3
2024-01-13;Property Maintenance;;Other Expenses;Others;660.53;0.0;3
2024-01-13;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;115.72;0.0;3
2024-01-13;Property Maintenance;;Other Expenses;Others;660.53;0.0;3
2024-01-13;Property Maintenance;;Other Expenses;Others;654.62;0.0;3
2024-01-13;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;402.67;0.0;3
2024-01-13;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;514.2;0.0;3
2024-01-13;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;775.98;0.0;3
2024-01-13;Property Maintenance;;Other Expenses;Others;660.53;0.0;3
2024-01-13;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;402.67;0.0;3
2024-01-13;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;402.67;0.0;3
2024-01-13;Property Maintenance;;Other Expenses;Others;654.62;0.0;3
2024-01-13;Home Ownership;;Other Expenses;Others;330.44;0.0;3
2024-01-13;Home Ownership;;Other Expenses;Others;330.44;0.0;3
2024-01-13;Property Maintenance;;Other Expenses;Others;660.53;0.0;3
2024-01-13;Leodis;Charges for services provided by Leodis;Other Expenses;Bank transfer;402.67;0.0;3
2024-01-13;Meals;Charges for meals;Other Expenses;Online payment;465.28;0.0;3
2024-01-14;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;57.19;0.0;3
2024-01-14;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;831.88;0.0;3
2024-01-14;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;57.19;0.0;3
2024-01-14;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;57.19;0.0;3
2024-01-14;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;16.98;0.0;3
2024-01-14;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;547.11;0.0;3
2024-01-14;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;16.98;0.0;3
2024-01-14;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;831.88;0.0;3
2024-01-14;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;831.88;0.0;3
2024-01-14;Home Ownership;;Other Expenses;Others;504.0;0.0;3
2024-01-14;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;547.11;0.0;3
2024-01-14;Home Ownership;;Other Expenses;Others;504.0;0.0;3
2024-01-14;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;637.69;0.0;3
2024-01-14;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;454.09;0.0;3
2024-01-14;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;454.09;0.0;3
2024-01-15;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;255.0;0.0;3
2024-01-15;Property Maintenance;;Other Expenses;Others;899.0;0.0;3
2024-01-15;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;607.0;0.0;3
2024-01-15;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;669.0;0.0;3
2024-01-15;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;607.0;0.0;3
2024-01-15;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;607.0;0.0;3
2024-01-15;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;607.0;0.0;3
2024-01-15;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;255.0;0.0;3
2024-01-16;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;3
2024-01-16;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;29.0;0.0;3
2024-01-16;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;29.0;0.0;3
2024-01-16;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;29.0;0.0;3
2024-01-16;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;335.0;0.0;3
2024-01-16;Property Maintenance;;Other Expenses;Others;785.0;0.0;3
2024-01-16;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;3
2024-01-16;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;335.0;0.0;3
2024-01-16;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;29.0;0.0;3
2024-01-16;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;335.0;0.0;3
2024-01-16;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;29.0;0.0;3
2024-01-16;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;335.0;0.0;3
2024-01-16;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;335.0;0.0;3
2024-01-16;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;560.0;0.0;3
2024-01-16;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;29.0;0.0;3
2024-01-16;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;335.0;0.0;3
2024-01-17;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;823.0;0.0;3
2024-01-17;Planning;Fees for planning applications or permits;Other Expenses;Online banking;51.0;0.0;3
2024-01-17;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;811.0;0.0;3
2024-01-17;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;684.0;0.0;3
2024-01-17;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;823.0;0.0;3
2024-01-17;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;823.0;0.0;3
2024-01-17;Planning;Fees for planning applications or permits;Other Expenses;Online banking;51.0;0.0;3
2024-01-17;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;684.0;0.0;3
2024-01-17;City & Environmental Services;Charges for various city and environmental services such as waste management, recycling, and environmental protection;Government Services;Online banking;823.0;0.0;3
2024-01-17;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;811.0;0.0;3
2024-01-18;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;285.0;0.0;3
2024-01-18;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;600.0;0.0;3
2024-01-18;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;385.0;0.0;3
2024-01-18;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;285.0;0.0;3
2024-01-18;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;285.0;0.0;3
2024-01-18;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;285.0;0.0;3
2024-01-18;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;285.0;0.0;3
2024-01-18;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;68.0;0.0;3
